169,Tue Aug 17 21:17:32 2021,2493747,TRUCK,PTC,VCB43,4,4180,PC250A90D
170,Tue Aug  3 15:31:28 2021,8099060,CAR,PTE,VC965,2,4592,PC627AA14
171,Fri Aug 20 22:50:25 2021,4492765,TRUCK,PTC,VCB43,4,4008,PC5680D80
172,Fri Aug  6 07:45:56 2021,5758058,CAR,PTC,VC965,2,4083,PC90346C9
173,Thu Aug 19 00:24:55 2021,9496559,CAR,PTE,VC965,2,4573,PC4D8469D
174,Fri Jul 30 02:24:22 2021,3174341,CAR,PTP,VC965,2,4642,PC17D596F
175,Fri Aug 13 05:55:34 2021,3318165,CAR,PTP,VC965,2,4693,PCB4CDDA5
176,Mon Aug  2 14:28:14 2021,7509515,TRUCK,PTE,VCB43,4,4787,PC1BDA119
177,Tue Aug  3 12:47:44 2021,367073,CAR,PTP,VC965,2,4989,PC7D7AE48
178,Sun Aug  8 09:26:56 2021,8543348,TRUCK,PTP,VCB43,4,4803,PC2BBEEDC
179,Fri Aug 20 04:16:14 2021,4588656,CAR,PTE,VC965,2,4848,PCF0FC9B2
180,Fri Aug 20 04:22:16 2021,9706662,CAR,PTC,VC965,2,4377,PC4AC8EAD
181,Tue Aug 10 03:28:33 2021,3359010,CAR,PTC,VC965,2,4947,PCE4A44BE
182,Wed Aug 18 11:24:47 2021,7639441,CAR,PTE,VC965,2,4439,PC845CEA6
183,Tue Aug  3 08:52:25 2021,9449600,CAR,PTE,VC965,2,4346,PCA35B156
184,Wed Aug 11 06:39:10 2021,7572233,CAR,PTP,VC965,2,4718,PC81E83B9
185,Fri Aug 20 03:23:49 2021,7096671,TRUCK,PTP,VCB43,4,4049,PC4779D38
186,Fri Jul 30 23:54:00 2021,6218100,CAR,PTC,VC965,2,4579,PC926F0A9
187,Wed Aug 11 07:11:55 2021,9500467,VAN,PTC,VCD2F,2,4985,PCCA71D2C
188,Sun Aug 15 20:41:12 2021,2551672,TRUCK,PTP,VCB43,4,4356,PCF1979AE
189,Wed Aug 18 18:28:36 2021,4423795,CAR,PTE,VC965,2,4631,PCFFF6463
190,Mon Aug  9 07:19:12 2021,1520424,CAR,PTE,VC965,2,4898,PC0AE9E1B
191,Tue Aug 10 16:39:12 2021,5680437,CAR,PTC,VC965,2,4022,PCF135377
192,Mon Aug  9 02:30:05 2021,1469208,VAN,PTC,VCD2F,2,4586,PC4A40D50
193,Mon Aug  9 06:58:52 2021,9017449,CAR,PTP,VC965,2,4733,PC797AEBF
194,Sat Aug  7 03:09:03 2021,9014873,TRUCK,PTC,VCB43,4,4764,PCF6B0D12
195,Sat Aug  7 21:03:28 2021,6849933,CAR,PTE,VC965,2,4466,PC6E93A05
196,Sun Aug  1 00:29:43 2021,1907386,CAR,PTP,VC965,2,4158,PCAA68777
197,Sun Aug  1 01:56:36 2021,5556619,TRUCK,PTP,VCB43,4,4111,PC07F012A
198,Tue Aug 17 00:22:53 2021,8724319,TRUCK,PTC,VCB43,4,4591,PCC9875AC
199,Mon Aug  9 08:24:12 2021,4066334,CAR,PTE,VC965,2,4015,PC524833E
200,Sat Jul 31 19:46:31 2021,1208453,CAR,PTE,VC965,2,4420,PCFDB2950
201,Fri Aug  6 18:13:51 2021,8705286,TRUCK,PTE,VCB43,4,4924,PCE3427C5
202,Thu Aug 12 00:17:15 2021,758555,CAR,PTP,VC965,2,4501,PC5D41947
203,Tue Aug 10 22:07:00 2021,7388283,CAR,PTE,VC965,2,4026,PC2CE9851
204,Sun Aug  8 07:16:20 2021,7589773,CAR,PTE,VC965,2,4280,PC03A5F23
205,Wed Aug 18 08:29:07 2021,2316095,CAR,PTP,VC965,2,4953,PC1E2B07E
206,Tue Aug 10 20:36:42 2021,1847455,VAN,PTE,VCD2F,2,4923,PC8A7A22A
207,Fri Aug 13 05:36:53 2021,7707016,CAR,PTP,VC965,2,4283,PC953B572
208,Sun Aug  1 04:10:44 2021,2616520,TRUCK,PTE,VCB43,4,4899,PC4967767
209,Sun Aug 15 11:41:43 2021,8332760,TRUCK,PTP,VCB43,4,4560,PC5030572
210,Mon Aug  9 05:19:02 2021,9677148,CAR,PTP,VC965,2,4037,PC0A50259
211,Wed Aug  4 19:23:36 2021,2695699,CAR,PTC,VC965,2,4610,PCA4D3E9B
212,Fri Aug 20 04:00:27 2021,1836057,CAR,PTP,VC965,2,4775,PCA50FB36
213,Wed Aug 18 09:20:33 2021,7980271,TRUCK,PTP,VCB43,4,4414,PC40BD0F3
214,Sat Jul 31 01:41:58 2021,9166253,CAR,PTC,VC965,2,4915,PC86B0D7B
215,Mon Aug  2 20:26:27 2021,5966610,CAR,PTE,VC965,2,4618,PC8F4AF85
216,Tue Aug 10 14:11:13 2021,8273227,CAR,PTP,VC965,2,4909,PCDED6F20
217,Tue Aug 17 11:21:41 2021,4772310,CAR,PTP,VC965,2,4497,PC76FDDEA
218,Thu Aug 12 01:18:11 2021,401226,CAR,PTC,VC965,2,4401,PC0606D6A
219,Mon Aug  2 22:30:06 2021,5259884,VAN,PTE,VCD2F,2,4284,PC0DB49FD
220,Thu Aug 12 13:20:29 2021,4560546,CAR,PTC,VC965,2,4235,PCFB11406
221,Fri Aug  6 23:10:56 2021,3679257,TRUCK,PTE,VCB43,4,4482,PCB6A16D7
222,Sun Aug  8 01:28:48 2021,5001460,CAR,PTC,VC965,2,4981,PC6B14C5D
223,Thu Aug 12 14:26:03 2021,488809,CAR,PTE,VC965,2,4175,PC08EA270
224,Sun Aug 15 16:57:15 2021,4435309,CAR,PTE,VC965,2,4188,PCDB12C82
225,Fri Aug  6 17:35:18 2021,9206176,CAR,PTC,VC965,2,4015,PC524833E
226,Sat Aug  7 03:08:44 2021,5665208,TRUCK,PTP,VCB43,4,4230,PC19CE0DB
227,Sun Aug  1 05:31:31 2021,3619766,CAR,PTC,VC965,2,4686,PCD6E5E77
228,Wed Aug 18 09:22:29 2021,8195160,CAR,PTE,VC965,2,4123,PCDE850D8
229,Wed Aug  4 05:40:04 2021,689804,TRUCK,PTC,VCB43,4,4283,PC953B572
230,Mon Aug 16 02:36:38 2021,7671204,CAR,PTC,VC965,2,4016,PCCD7399B
231,Fri Aug  6 19:31:40 2021,7549660,TRUCK,PTC,VCB43,4,4504,PC461DCD3
232,Mon Aug  2 17:00:36 2021,6999001,CAR,PTE,VC965,2,4377,PC4AC8EAD
233,Thu Aug 12 15:17:57 2021,3470780,TRUCK,PTC,VCB43,4,4971,PC0BD172F
234,Sat Aug  7 15:21:43 2021,3321932,CAR,PTC,VC965,2,4031,PC0214185
235,Mon Aug  9 04:56:23 2021,2993477,TRUCK,PTE,VCB43,4,4965,PCA0BAE0F
236,Fri Aug 13 09:02:27 2021,7137012,CAR,PTC,VC965,2,4350,PCEDD7E85
237,Mon Aug  2 07:55:35 2021,4425207,CAR,PTP,VC965,2,4232,PC4156AD5
238,Sat Aug 14 11:54:16 2021,8906007,CAR,PTE,VC965,2,4592,PC627AA14
239,Sat Jul 31 04:23:09 2021,2613132,CAR,PTP,VC965,2,4760,PC161AC8D
240,Mon Aug 16 01:53:03 2021,1351738,TRUCK,PTE,VCB43,4,5002,PC585BD38
241,Sat Aug 14 11:49:22 2021,8845283,CAR,PTE,VC965,2,4974,PCDEB8E32
242,Wed Aug 18 19:07:34 2021,5207716,CAR,PTE,VC965,2,4361,PC2E0C888
243,Mon Aug  9 05:34:28 2021,2593435,CAR,PTP,VC965,2,4946,PCCF18BAF
244,Sat Aug 14 08:00:30 2021,3194131,CAR,PTC,VC965,2,4314,PC7E9E8F3
245,Sat Aug 14 08:01:53 2021,946473,CAR,PTE,VC965,2,4784,PCDB42B34
246,Mon Aug  2 19:28:13 2021,2098761,TRUCK,PTE,VCB43,4,4611,PC2EBEAB9
247,Wed Aug 11 02:53:00 2021,7556070,VAN,PTP,VCD2F,2,4515,PC6A1B37B
248,Fri Aug 13 20:51:49 2021,7949412,CAR,PTC,VC965,2,4531,PC857F4A0
249,Mon Aug 16 01:15:58 2021,4982057,CAR,PTE,VC965,2,4070,PCEECA8B2
250,Sun Aug 15 04:10:44 2021,1732371,CAR,PTC,VC965,2,4891,PC57036DA
251,Sun Aug  8 23:50:15 2021,4012995,CAR,PTE,VC965,2,4325,PC8FC83B3
252,Wed Aug 18 07:43:49 2021,2596237,CAR,PTP,VC965,2,4672,PC03AE86F
253,Mon Aug  2 17:51:59 2021,8381319,CAR,PTC,VC965,2,4147,PC4D2C5A7
254,Wed Aug 11 21:55:31 2021,5062265,TRUCK,PTC,VCB43,4,4049,PC4779D38
255,Mon Aug 16 17:16:35 2021,7705983,CAR,PTE,VC965,2,4748,PCF2ECD29
256,Thu Jul 29 16:35:35 2021,2307979,VAN,PTC,VCD2F,2,4654,PCBA5D8AB
257,Mon Aug 16 03:21:45 2021,2588561,CAR,PTC,VC965,2,4890,PCAFC8A56
258,Sun Aug  8 12:39:42 2021,6847371,CAR,PTE,VC965,2,4972,PCC51AD39
259,Tue Aug 17 15:39:08 2021,2121085,CAR,PTE,VC965,2,4709,PCC8C7059
260,Tue Aug  3 01:37:46 2021,1734512,CAR,PTC,VC965,2,4788,PC00AE965
261,Tue Aug 17 22:18:40 2021,7759834,TRUCK,PTE,VCB43,4,4306,PC5D6563A
262,Mon Aug 16 10:41:55 2021,6292412,CAR,PTE,VC965,2,4436,PC0CF9451
263,Fri Aug 13 11:00:14 2021,866998,CAR,PTC,VC965,2,4039,PC73BE1E2
264,Thu Aug 12 23:25:40 2021,9057323,TRUCK,PTC,VCB43,4,4612,PC871C1FC
265,Fri Aug  6 03:55:57 2021,8091650,CAR,PTP,VC965,2,4686,PCD6E5E77
266,Thu Aug  5 23:24:23 2021,2155384,CAR,PTC,VC965,2,4314,PC7E9E8F3
267,Tue Aug  3 06:54:05 2021,1867583,CAR,PTE,VC965,2,4608,PCACD1BEE
268,Mon Aug 16 07:28:50 2021,2703371,TRUCK,PTP,VCB43,4,4063,PC7667A3E
269,Tue Aug  3 20:00:16 2021,8368036,CAR,PTC,VC965,2,4944,PC41EEC34
270,Mon Aug 16 07:03:18 2021,3418635,TRUCK,PTP,VCB43,4,4246,PC95F5F6B
271,Sun Aug 15 16:44:18 2021,301035,CAR,PTE,VC965,2,4438,PC665A28E
272,Thu Aug 12 13:34:54 2021,4648848,CAR,PTE,VC965,2,4234,PC5EBC1E1
273,Fri Aug 13 02:09:10 2021,758078,CAR,PTP,VC965,2,4050,PC822E359
274,Sat Aug  7 04:50:03 2021,1517284,VAN,PTC,VCD2F,2,4721,PCE937423
275,Wed Aug  4 20:38:41 2021,5708944,CAR,PTE,VC965,2,4130,PC9F22103
276,Thu Jul 29 20:17:07 2021,202496,CAR,PTC,VC965,2,4852,PC68969FB
277,Thu Jul 29 19:34:22 2021,6716922,TRUCK,PTC,VCB43,4,4575,PC84D9FC1
278,Sun Aug  8 03:23:33 2021,5536264,CAR,PTE,VC965,2,4326,PC356AE8F
279,Sun Aug  8 07:34:29 2021,2105735,CAR,PTE,VC965,2,4694,PCBCF42C2
280,Sat Jul 31 12:39:28 2021,8857993,CAR,PTC,VC965,2,4551,PCCA5979C
